	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_12382	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_12383	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12384	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASV_12385	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12386	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__panaeoloides
ASV_12387	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	NA	NA
ASV_12388	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12389	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	NA	NA
ASV_12390	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12391	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	NA
ASV_12392	k__Fungi	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	NA	NA	NA	NA
ASV_12393	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Microsporomycetaceae	g__Lichenozyma	s__pisutiana
ASV_12394	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Gaertneriomyces	s__californicus
ASV_12395	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	NA
ASV_12396	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	NA	NA
ASV_12397	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12398	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	NA
ASV_12399	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lindgomycetaceae	NA	NA
ASV_12400	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12401	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12402	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12403	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12404	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12405	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Stephanosporaceae	g__Cristinia	s__helvetica
ASV_12406	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12407	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASV_12408	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	NA
ASV_12409	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12410	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12411	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__hiemalis
ASV_12412	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12413	k__Fungi	p__Ascomycota	c__Arthoniomycetes	NA	NA	NA	NA
ASV_12414	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Tuberaceae	g__Tuber	s__anniae
ASV_12415	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Rhizopogonaceae	g__Rhizopogon	s__evadens
ASV_12416	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
ASV_12417	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12418	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12419	k__Fungi	p__Basidiomycota	c__Spiculogloeomycetes	o__Spiculogloeales	f__Spiculogloeales_fam_Incertae_sedis	g__Meniscomyces	s__layueensis
ASV_12420	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12421	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__saturninus
ASV_12422	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12423	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12424	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12425	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	NA	NA
ASV_12426	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12427	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12428	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	NA
ASV_12429	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	g__Ganoderma	s__sanduense
ASV_12430	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12431	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12432	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12433	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Phomatosporales	f__Phomatosporaceae	g__Phomatospora	NA
ASV_12434	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12435	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__poae
ASV_12436	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12437	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Hohenbuehelia	s__leightonii
ASV_12438	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	NA	NA	NA
ASV_12439	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	NA	NA
ASV_12440	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12441	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12442	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12443	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12444	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12445	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_12446	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12447	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12448	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12449	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Sydowia	s__polyspora
ASV_12450	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12451	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__arunalokei
ASV_12452	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__kiliense
ASV_12453	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	NA
ASV_12454	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12455	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Stephanosporaceae	g__Cristinia	s__helvetica
ASV_12456	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	NA	NA	NA
ASV_12457	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Tricholoma	s__vaccinum
ASV_12458	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Ustilaginaceae	g__Ustilago	s__hordei
ASV_12459	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	NA	NA	NA
ASV_12460	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	NA
ASV_12461	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	NA
ASV_12462	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Paradictyoarthriniaceae	g__Xenomassariosphaeria	s__clematidis
ASV_12463	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12464	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12465	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12466	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12467	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Enterocarpus	s__grenotii
ASV_12468	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12469	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12470	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_12471	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Auriscalpiaceae	g__Lentinellus	s__micheneri
ASV_12472	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__caninus
ASV_12473	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12474	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pleuroascaceae	NA	NA
ASV_12475	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__intermedius
ASV_12476	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	NA	NA
ASV_12477	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Gymnoascus	s__longitrichus
ASV_12478	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Porotheleaceae	g__Phloeomana	NA
ASV_12479	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Lacrymaria	s__subcinnamomea
ASV_12480	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12481	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Heydenia	NA
ASV_12482	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	NA
ASV_12483	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12484	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12485	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12486	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__lecanii-corni
ASV_12487	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulales_fam_Incertae_sedis	g__Scytinostromella	s__heterogenea
ASV_12488	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12489	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12490	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Phaeotremellaceae	g__Gelidatrema	s__spencermartinsiae
ASV_12491	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	NA	NA	NA
ASV_12492	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	NA
ASV_12493	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12494	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Auriscalpiaceae	g__Artomyces	s__pyxidatus
ASV_12495	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12496	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_12497	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__microzygospora
ASV_12498	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12499	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	NA	NA
ASV_12500	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__clandestinus
ASV_12501	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12502	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Hebeloma	NA
ASV_12503	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12504	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_12505	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizales_fam_Incertae_sedis	g__Trichobolus	NA
ASV_12506	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_12507	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12508	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12509	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__lanuginosa
ASV_12510	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12511	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA
ASV_12512	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_12513	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12514	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_12515	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__fonsecae
ASV_12516	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	NA	NA	NA
ASV_12517	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12518	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12519	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Laburnicola	NA
ASV_12520	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12521	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__saitoana
ASV_12522	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	NA
ASV_12523	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_12524	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Verticillium	NA
ASV_12525	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__zuccherellii
ASV_12526	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	NA
ASV_12527	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12528	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	NA	NA	NA
ASV_12529	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12530	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12531	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	NA
ASV_12532	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12533	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Thelebolaceae	g__Thelebolus	NA
ASV_12534	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Junewangiaceae	NA	NA
ASV_12535	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12536	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Acaulium	NA
ASV_12537	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_12538	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12539	k__Fungi	p__Basidiomycota	c__Dacrymycetes	o__Dacrymycetales	f__Dacrymycetaceae	NA	NA
ASV_12540	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Conioscyphales	f__Conioscyphaceae	g__Conioscypha	s__submersa
ASV_12541	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_12542	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Gryganskiella	s__cystojenkinii
ASV_12543	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12544	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	NA	NA	NA
ASV_12545	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12546	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12547	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12548	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	NA	NA
ASV_12549	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_12550	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12551	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	s__rhossiliensis
ASV_12552	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Dactylellina	s__haptotyla
ASV_12553	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12554	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12555	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__graminis
ASV_12556	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Patellariales	f__Patellariaceae	g__Rhizodiscina	NA
ASV_12557	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASV_12558	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	NA	NA	NA
ASV_12559	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12560	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	g__Vexillomyces	NA
ASV_12561	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12562	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	NA
ASV_12563	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Tyrannosorus	NA
ASV_12564	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Neoschizotheciaceae	g__Jugulospora	NA
ASV_12565	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_12566	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaea	s__minuta
ASV_12567	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Dematiopleospora	NA
ASV_12568	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	NA	NA	NA
ASV_12569	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Verrucaria	NA
ASV_12570	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12571	k__Fungi	p__Aphelidiomycota	NA	NA	NA	NA	NA
ASV_12572	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12573	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12574	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	NA	NA
ASV_12575	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_12576	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	NA
ASV_12577	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__phlyctidospora
ASV_12578	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12579	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Perusta	NA
ASV_12580	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	NA
ASV_12581	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12582	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Fimicolochytrium	s__jonesii
ASV_12583	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Geranomyces	s__variabilis
ASV_12584	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12585	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Hebeloma	NA
ASV_12586	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12587	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Comoclathris	s__arrhenatheri
ASV_12588	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__heterodepressus
ASV_12589	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcaceae	g__Sclerococcum	NA
ASV_12590	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tubariaceae	g__Pachylepyrium	s__carbonicola
ASV_12591	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormia	NA
ASV_12592	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	NA
ASV_12593	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Laburnicola	NA
ASV_12594	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12595	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12596	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	NA
ASV_12597	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12598	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	NA	NA	NA	NA
ASV_12599	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tricladiaceae	g__Spirosphaera	NA
ASV_12600	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__marginata
ASV_12601	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12602	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12603	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12604	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASV_12605	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	NA	NA	NA
ASV_12606	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12607	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Kriegeriales	f__Camptobasidiaceae	g__Glaciozyma	s__martinii
ASV_12608	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Stilbella	NA
ASV_12609	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Chrysosporium	s__merdarium
ASV_12610	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	NA	NA
ASV_12611	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__xenobiotica
ASV_12612	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12613	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cystostereaceae	g__Crustomyces	s__subabruptus
ASV_12614	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__cancerae
ASV_12615	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	NA	NA	NA	NA
ASV_12616	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_12617	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12618	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	NA
ASV_12619	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	NA
ASV_12620	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__fimetarium
ASV_12621	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12622	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12623	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	NA
ASV_12624	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Solenopezia	s__solenia
ASV_12625	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Clavidisculum	NA
ASV_12626	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12627	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	NA
ASV_12628	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Starmerella	s__etchellsii
ASV_12629	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12630	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Anthracobia	NA
ASV_12631	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_12632	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
