	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_12130	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12131	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12132	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12133	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12134	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	NA	NA
ASV_12135	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12136	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12137	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12138	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12139	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12140	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12141	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS05	NA	NA	NA
ASV_12142	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	NA
ASV_12143	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_12144	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12145	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_12146	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12147	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12148	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__lakei
ASV_12149	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	s__bitorquis
ASV_12150	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Lichenostigmatales	f__Phaeococcomycetaceae	g__Phaeococcomyces	NA
ASV_12151	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
ASV_12152	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Flammula	s__abieticola
ASV_12153	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__pseudodichotomus
ASV_12154	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12155	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12156	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	NA	NA	NA
ASV_12157	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Thanatephorus	NA
ASV_12158	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Weissia	NA
ASV_12159	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Albotricha	s__acutipila
ASV_12160	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__megalospora
ASV_12161	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Paradictyoarthriniaceae	g__Xenomassariosphaeria	s__clematidis
ASV_12162	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	NA	NA
ASV_12163	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Fayodia	s__gracilipes
ASV_12164	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	NA	NA
ASV_12165	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12166	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12167	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12168	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Dactylosporaceae	g__Dactylospora	NA
ASV_12169	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12170	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcosomataceae	g__Pseudoplectania	s__nigrella
ASV_12171	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Dilophia	NA
ASV_12172	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12173	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Protomycetaceae	g__Protomyces	s__inouyei
ASV_12174	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Coniosporium	NA
ASV_12175	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__luteus
ASV_12176	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__pallidum
ASV_12177	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neostagonospora	s__elegiae
ASV_12178	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__molesta
ASV_12179	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__lactosolyticus
ASV_12180	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__metachromatica
ASV_12181	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Leucothecium	NA
ASV_12182	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12183	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12184	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12185	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Delitschiaceae	NA	NA
ASV_12186	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricomycetes_ord_Incertae_sedis	f__Agaricomycetes_fam_Incertae_sedis	g__Xenasmatella	NA
ASV_12187	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12188	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12189	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12190	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Crepidotaceae	g__Crepidotus	s__subverrucisporus
ASV_12191	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12192	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_12193	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__macerans
ASV_12194	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	NA	NA
ASV_12195	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	NA
ASV_12196	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	NA	NA	NA
ASV_12197	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12198	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	NA	NA	NA
ASV_12199	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Geopyxis	s__carbonaria
ASV_12200	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	NA
ASV_12201	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__glaebosa
ASV_12202	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12203	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12204	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	NA
ASV_12205	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Microascus	s__longirostris
ASV_12206	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12207	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12208	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12209	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12210	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Delitschiaceae	NA	NA
ASV_12211	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Rhizinaceae	g__Rhizina	s__undulata
ASV_12212	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Cytosporella	NA
ASV_12213	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcosomataceae	g__Donadinia	s__nigrella
ASV_12214	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__fragilis
ASV_12215	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12216	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12217	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12218	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12219	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12220	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Ostropales_fam_Incertae_sedis	NA	NA
ASV_12221	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12222	k__Fungi	p__Basidiomycota	c__Geminibasidiomycetes	o__Geminibasidiales	f__Geminibasidiaceae	g__Geminibasidium	NA
ASV_12223	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Chaetospermum	NA
ASV_12224	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_12225	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__cetratum
ASV_12226	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASV_12227	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Stephanosporaceae	g__Cristinia	s__helvetica
ASV_12228	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Pilodermataceae	g__Piloderma	s__lanatum
ASV_12229	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	NA
ASV_12230	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	NA	NA
ASV_12231	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Keithomyces	s__carneus
ASV_12232	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Naevala	NA
ASV_12233	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12234	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Nectriopsis	s__fuliginicola
ASV_12235	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12236	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12237	k__Fungi	p__Basidiomycota	c__GS27	o__GS27	NA	NA	NA
ASV_12238	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12239	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	NA	NA
ASV_12240	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	NA	NA	NA
ASV_12241	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_12242	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Boliniales	f__Boliniales_fam_Incertae_sedis	g__Paramicrothyrium	NA
ASV_12243	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12244	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__graminis
ASV_12245	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12246	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12247	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12248	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Metulocladosporiella	s__musae
ASV_12249	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__GS36	NA	NA	NA
ASV_12250	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_12251	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	NA
ASV_12252	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulales_fam_Incertae_sedis	g__Scytinostromella	s__nannfeldtii
ASV_12253	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	NA
ASV_12254	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Sorocybe	NA
ASV_12255	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASV_12256	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	NA	NA
ASV_12257	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__acris
ASV_12258	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12259	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Pseudopenidiella	NA
ASV_12260	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12261	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_12262	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Warcupia	s__terrestris
ASV_12263	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12264	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	NA	NA	NA
ASV_12265	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__guttulata
ASV_12266	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnellula	NA
ASV_12267	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Sarcoleotia	NA
ASV_12268	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Oleoguttula	NA
ASV_12269	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Cytosporella	NA
ASV_12270	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS05	NA	NA	NA
ASV_12271	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12272	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__viridibasidia
ASV_12273	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_12274	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	NA
ASV_12275	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__amoeboidea
ASV_12276	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	NA	NA	NA
ASV_12277	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	NA	NA
ASV_12278	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12279	k__Fungi	p__Basidiomycota	c__Spiculogloeomycetes	o__Spiculogloeales	NA	NA	NA
ASV_12280	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12281	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Paraleptosphaeria	NA
ASV_12282	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12283	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	NA
ASV_12284	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Protrudomycetaceae	NA	NA
ASV_12285	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnellula	NA
ASV_12286	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12287	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Tuberaceae	g__Tuber	NA
ASV_12288	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Gomphales	f__Gomphaceae	g__Phaeoclavulina	NA
ASV_12289	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__fuckelii
ASV_12290	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	NA
ASV_12291	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_12292	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_12293	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12294	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	NA	NA	NA
ASV_12295	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	NA
ASV_12296	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__harzianum
ASV_12297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Geastraceae	g__Geastrum	s__pouzarii
ASV_12298	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12299	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Eocronartiaceae	g__Eocronartium	NA
ASV_12300	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Ramariopsis	NA
ASV_12301	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12302	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12303	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Arrhenia	NA
ASV_12304	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12305	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_12306	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	g__Ganoderma	s__applanatum
ASV_12307	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12308	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Bryoria	s__kockiana
ASV_12309	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12310	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Ajellomycetaceae	g__Emmonsiellopsis	NA
ASV_12311	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	s__poae
ASV_12312	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	NA
ASV_12313	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	NA	NA
ASV_12314	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_12315	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__terricola
ASV_12316	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12317	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	NA	NA	NA
ASV_12318	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_12319	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12320	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_12321	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__fimeti
ASV_12322	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	NA	NA
ASV_12323	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis	s__candida
ASV_12324	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Iodophanus	NA
ASV_12325	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Dematiopleospora	NA
ASV_12326	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12327	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_12328	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Ascodesmis	s__rosicola
ASV_12329	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__arenicola
ASV_12330	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12331	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12332	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12333	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_12334	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12335	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__equiseti
ASV_12336	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12337	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12338	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Tyrannosorus	NA
ASV_12339	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12340	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Chaetospermum	NA
ASV_12341	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Pochonia	NA
ASV_12342	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Hohenbuehelia	s__leightonii
ASV_12343	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__baccata
ASV_12344	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12345	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_12346	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__pseudodichotomus
ASV_12347	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12348	k__Fungi	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	NA	NA	NA	NA
ASV_12349	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA
ASV_12350	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12351	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Endocarpon	s__deserticola
ASV_12352	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_12353	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12354	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_12355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apiosordaria	NA
ASV_12356	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Fimicolochytrium	NA
ASV_12357	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae
ASV_12358	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12359	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12360	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12361	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_12362	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_12363	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidiaster	s__brassicae
ASV_12364	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12365	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12366	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_12367	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriales_fam_Incertae_sedis	NA	NA
ASV_12368	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_12369	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Phanerochaete	s__alnea
ASV_12370	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12371	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Pseudoseptoria	NA
ASV_12372	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__megalospora
ASV_12373	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_12374	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12375	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12376	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_12377	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__squarrosa
ASV_12378	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASV_12379	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
ASV_12380	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASV_12381	k__Fungi	NA	NA	NA	NA	NA	NA
